Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1471607.19,1774729.60,0.205980517,1707396.82,1952795.89,0.143727028,1.160225930,1.100334321,-0.051620643
Columbus,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1112300.82,1348696.41,0.212528469,1204586.55,1326751.59,0.101416573,1.082968320,0.983728866,-0.091636525
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",6172999.87,8409936.12,0.362374258,6058188.54,6628432.88,0.094127863,0.981401048,0.788166852,-0.196896260
Denver,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",4102010.37,5006795.38,0.220571117,4564503.65,5387842.58,0.180378633,1.112747955,1.076106006,-0.032929244
Detroit,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2395080.98,2695415.99,0.125396599,2781967.20,2916300.73,0.048287244,1.161533670,1.081948293,-0.068517494
"Grand Rapids",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",751275.20,1074512.10,0.430250992,1179824.75,1491918.56,0.264525566,1.570429518,1.388461386,-0.115871568
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1449069.23,2207727.34,0.523548561,1821003.02,2408621.43,0.322689421,1.256670822,1.090995879,-0.131836389
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1607128.55,2096651.64,0.304594856,2427934.01,3041915.30,0.252882198,1.510727944,1.450844404,-0.039638864
Houston,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",5404482.14,7650526.51,0.415589193,5487429.29,6365429.05,0.160002018,1.015347844,0.832024965,-0.180551799
Indianapolis,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1113814.60,1392511.21,0.250218133,1267538.53,1459215.67,0.151219971,1.138015725,1.047902279,-0.079184711
Jacksonville,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",854112.28,1035884.23,0.212819736,1187421.90,1182637.68,-0.004029082,1.390240988,1.141669740,-0.178797237
"Las Vegas",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1658588.88,1906536.64,0.149493201,1911316.37,1904534.25,-0.003548403,1.152375006,0.998949724,-0.133138328
"Los Angeles",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",12621816.62,16314665.42,0.292576648,16823639.21,19138395.86,0.137589532,1.332901572,1.173079274,-0.119905552
Louisville,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",591006.39,772764.80,0.307540516,662568.87,708954.37,0.070008571,1.121085797,0.917425807,-0.181663162
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3765183.96,4379451.84,0.163144188,5095693.74,5071191.12,-0.004808495,1.353371786,1.157951110,-0.144395411
Nashville,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1238018.31,1601839.20,0.293873594,1384739.55,1518269.10,0.096429361,1.118512981,0.947828658,-0.152599322
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1476920.52,1824954.24,0.235648239,1536938.47,1696484.54,0.103807715,1.040637224,0.929603879,-0.106697457
"New York",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",7431706.27,11911604.65,0.602808859,12157620.30,16304943.90,0.341129555,1.635912381,1.368828498,-0.163262951
"Northern New England",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2648646.83,3431578.87,0.295596994,3525410.70,4110909.23,0.166079524,1.331023321,1.197964373,-0.099967405
Orlando,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1974259.00,2515497.68,0.274147759,2506607.01,2744220.33,0.094794804,1.269644464,1.090925407,-0.140763074
Philadelphia,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2230839.63,3615981.11,0.620905896,3218279.32,4242532.21,0.318261030,1.442631410,1.173272780,-0.186713410
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",4759241.25,6364146.58,0.337218738,5023450.82,5133347.59,0.021876748,1.055515061,0.806604236,-0.235819302
Pittsburgh,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",616068.27,779987.30,0.266072833,785759.80,923036.29,0.174705413,1.275442736,1.183399127,-0.072166007
Portland,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3044989.98,4027885.51,0.322791056,4013169.86,4603785.98,0.147169480,1.317958314,1.142978361,-0.132765923
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1710363.23,2272840.50,0.328864220,2189828.08,2616757.00,0.194960017,1.280329255,1.151315721,-0.100765903
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1405434.84,1976990.00,0.406674962,1664070.20,1994485.71,0.198558637,1.184025152,1.008849670,-0.147949122
Roanoke,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",911733.76,1153550.38,0.265227230,1032878.52,1110530.76,0.075180419,1.132872956,0.962706770,-0.150207652
Sacramento,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1956962.64,2536735.26,0.296261466,3279907.21,3521189.87,0.073563868,1.676019329,1.388079365,-0.171799906
"San Diego",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2284392.96,3205479.27,0.403208347,3132696.46,3710259.46,0.184366091,1.371347450,1.157474171,-0.155958491
"San Francisco",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3560788.07,4844853.27,0.360612644,6434050.86,7217003.59,0.121688925,1.806917664,1.489622737,-0.175600102
Seattle,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2815699.56,3433339.15,0.219355644,4484437.39,4932083.55,0.099822145,1.592654789,1.436526756,-0.098030053
"South Carolina",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",1943184.30,2815050.68,0.448679201,2553530.12,3245358.10,0.270930025,1.314095693,1.152859564,-0.122697403
Spokane,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",438425.13,573954.87,0.309128585,633464.82,746394.27,0.178272647,1.444864303,1.300440695,-0.099956521
"St. Louis",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",924454.77,1248286.24,0.350294553,1155117.84,1271646.08,0.100879959,1.249512553,1.018713528,-0.184711249
Syracuse,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",386222.04,522922.33,0.353942230,491871.22,618449.39,0.257340061,1.273545187,1.182679252,-0.071348811
Tampa,Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",2266364.68,2559932.70,0.129532560,2749971.72,2779390.81,0.010697961,1.213384476,1.085728078,-0.105206883
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",6,"2020-06-14 00:00:00",3649425.60,5340739.55,0.463446617,4138468.73,4488770.69,0.084645308,1.134005508,0.840477362,-0.258841904
California,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",24855107.56,33932484.62,0.365211739,40705986.75,41854926.46,0.028225325,1.637731265,1.233476621,-0.246838204
"Great Lakes",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",15774270.63,23815854.15,0.509791147,24040215.01,25006631.38,0.040199989,1.524014363,1.049999350,-0.311030542
Midsouth,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",15315673.15,21253656.98,0.387706356,22122836.63,23918968.80,0.081189054,1.444457349,1.125404857,-0.220880521
Northeast,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",21708774.20,29747227.69,0.370285923,31781815.70,38604455.74,0.214671185,1.464007843,1.297749698,-0.113563699
Plains,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",8830253.25,12230409.98,0.385057669,11722216.99,12044547.98,0.027497443,1.327506319,0.984803289,-0.258155479
"South Central",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",26494893.97,36123880.41,0.363428004,30158304.31,30119237.60,-0.001295388,1.138268541,0.833776362,-0.267504695
Southeast,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",18914037.89,25347729.03,0.340154291,26656211.78,26470601.80,-0.006963104,1.409334799,1.044298752,-0.259013009
"Total U.S.",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",157613545.00,219199520.00,0.390740371,225214794.70,236620091.00,0.050641861,1.428905077,1.079473582,-0.244544932
West,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",25720533.89,36748276.86,0.428752491,38027207.52,38600721.10,0.015081664,1.478476601,1.050409010,-0.289532882
Albany,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",506725.87,647082.17,0.276986648,676364.47,854421.79,0.263256466,1.334773908,1.320422397,-0.010752017
Atlanta,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2851032.67,3827739.95,0.342580178,3713553.11,3628863.64,-0.022805509,1.302529132,0.948043411,-0.272151856
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3793374.75,4957896.52,0.306988327,5763044.39,6618076.88,0.148364724,1.519239403,1.334855791,-0.121365738
Boise,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",400956.48,613407.49,0.529860523,673229.53,722455.65,0.073119371,1.679058859,1.177774419,-0.298550845
Boston,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2888391.37,3656148.40,0.265807826,4368823.56,5306748.31,0.214685884,1.512545566,1.451458674,-0.040386811
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",740890.08,1048540.37,0.415244175,1005080.62,1133815.78,0.128084412,1.356585339,1.081327732,-0.202904748
Charlotte,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1155560.66,1629765.82,0.410368037,1821486.15,2010926.54,0.104003201,1.576279128,1.233874533,-0.217223326
Chicago,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3026722.68,5176516.05,0.710271008,5535672.73,6095667.67,0.101161136,1.828932914,1.177561822,-0.356148160
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1193609.46,1737989.64,0.456078976,1876810.77,1708556.65,-0.089648953,1.572382620,0.983064922,-0.374792808
Columbus,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",880805.29,1319241.78,0.497767776,1252725.07,1212080.99,-0.032444533,1.422249712,0.918770925,-0.354001680
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",5815649.90,7975731.88,0.371425725,6521132.74,6122646.37,-0.061106925,1.121307653,0.767659503,-0.315389045
Denver,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3656764.08,4646952.87,0.270782793,5211953.78,4847013.17,-0.070019924,1.425291232,1.043051932,-0.268183295
Detroit,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1968347.69,2689443.48,0.366345739,2756972.38,2685735.50,-0.025838808,1.400653144,0.998621284,-0.287031705
"Grand Rapids",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",754093.46,964242.94,0.278678295,1211773.77,1317344.60,0.087120907,1.606927834,1.366195743,-0.149808900
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1534290.60,1908421.34,0.243846075,1779787.24,2108394.97,0.184633153,1.160006612,1.104784843,-0.047604702
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1446393.53,1866221.24,0.290258288,2258739.65,2725032.23,0.206439277,1.561635615,1.460187127,-0.064962971
Houston,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",5002347.99,7000667.67,0.399476343,5256336.98,5708264.23,0.085977602,1.050773955,0.815388546,-0.224011461
Indianapolis,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",870020.81,1371882.46,0.576838674,1234223.36,1296861.77,0.050751276,1.418613608,0.945315512,-0.333634256
Jacksonville,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",792500.76,971382.89,0.225718560,1187957.19,1116078.52,-0.060506111,1.498998171,1.148958389,-0.233515817
"Las Vegas",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1459051.21,1882467.37,0.290199657,1941455.60,1855724.46,-0.044158177,1.330628827,0.985793693,-0.259152009
"Los Angeles",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",11474016.63,16091295.20,0.402411703,18145433.52,18446197.10,0.016575166,1.581436920,1.146346324,-0.275123586
Louisville,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",467030.88,680207.23,0.456450224,682064.40,663045.87,-0.027883775,1.460426771,0.974770395,-0.332544148
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3183713.15,4473590.59,0.405148762,4921724.18,4926188.41,0.000907046,1.545906917,1.101171042,-0.287686063
Nashville,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1047684.20,1479785.98,0.412435140,1397657.32,1348121.07,-0.035442343,1.334044476,0.911024356,-0.317095965
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1281446.16,1739848.91,0.357722989,1580520.04,1583754.06,0.002046175,1.233387784,0.910282526,-0.261965671
"New York",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",6857984.42,10263723.99,0.496609406,10986662.89,13869024.66,0.262350979,1.602025058,1.351266331,-0.156526095
"Northern New England",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2288837.86,2959773.24,0.293133643,3312150.98,3838927.92,0.159043758,1.447088515,1.297034471,-0.103693756
Orlando,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1842136.55,2601805.30,0.412384603,2579008.43,2698504.56,0.046334137,1.400009370,1.037166217,-0.259171946
Philadelphia,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2230199.26,3186354.10,0.428730678,3013204.63,3681713.29,0.221859695,1.351092113,1.155462693,-0.144793547
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",4145535.88,5946324.55,0.434392253,4988372.41,5052642.79,0.012884038,1.203311841,0.849708546,-0.293858402
Pittsburgh,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",609685.46,777656.88,0.275505045,863456.73,842646.47,-0.024101103,1.416233102,1.083571035,-0.234892170
Portland,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2230750.60,3754624.77,0.683121712,3910204.30,4266947.44,0.091233888,1.752864843,1.136451097,-0.351660739
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1527558.25,2162587.30,0.415715113,2220836.39,2512060.39,0.131132577,1.453847269,1.161599529,-0.201016810
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1265010.62,1773024.05,0.401588273,1716265.69,1821695.61,0.061429836,1.356720381,1.027451156,-0.242694979
Roanoke,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",778054.85,1068561.51,0.373375553,1050152.04,1009811.73,-0.038413781,1.349714663,0.945019749,-0.299837384
Sacramento,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1969268.31,2539379.72,0.289504181,3447548.71,3317326.87,-0.037772299,1.750674955,1.306353218,-0.253800247
"San Diego",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2008886.29,3104218.82,0.545243668,3433036.15,3603224.25,0.049573641,1.708925073,1.160750726,-0.320771434
"San Francisco",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3758690.80,4726048.69,0.257365647,6528416.30,6817491.56,0.044279538,1.736885700,1.442535193,-0.169470280
Seattle,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2173490.27,3300623.85,0.518582299,4361895.83,4650257.34,0.066109215,2.006862368,1.408902544,-0.297957565
"South Carolina",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",1796492.25,2601781.33,0.448256362,2642366.97,2924263.51,0.106683342,1.470847965,1.123946688,-0.235851213
Spokane,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",359441.63,572202.17,0.591919584,649104.58,729181.36,0.123364990,1.805869231,1.274342179,-0.294333080
"St. Louis",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",851871.38,1200241.90,0.408947323,1306471.32,1170544.13,-0.104041465,1.533648566,0.975256846,-0.364093660
Syracuse,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",355922.37,451174.96,0.267621813,487499.64,535534.10,0.098532298,1.369679686,1.186976556,-0.133391137
Tampa,Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",2038119.56,2623420.05,0.287176720,2775768.56,2713244.05,-0.022525116,1.361926265,1.034239275,-0.240605530
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",7,"2020-07-12 00:00:00",3382402.22,4709713.08,0.392416624,4018657.24,4166753.17,0.036852093,1.188107439,0.884714865,-0.255357861
California,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",22976666.03,32754026.76,0.425534354,38407791.77,40907200.50,0.065075564,1.671599862,1.248921264,-0.252858718
"Great Lakes",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",14508522.21,22881738.40,0.577123987,23052128.96,22820617.46,-0.010042955,1.588868158,0.997328833,-0.372302335
Midsouth,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",14635044.71,21028897.02,0.436886421,21168171.24,21521495.72,0.016691309,1.446402909,1.023424847,-0.292434466
Northeast,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",19756942.81,29050495.85,0.470394288,30417164.24,34081096.42,0.120456074,1.539568370,1.173167460,-0.237989373
Plains,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",7707454.60,10831660.78,0.405348632,11169174.80,10515114.03,-0.058559453,1.449139227,0.970775788,-0.330101780
"South Central",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",24638772.80,34642209.93,0.406003871,28407751.08,27904172.95,-0.017726786,1.152969400,0.805496330,-0.301372326
Southeast,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",18390832.06,23847820.97,0.296723329,24329385.60,22798261.23,-0.062933129,1.322908367,0.955989281,-0.277357899
"Total U.S.",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",147339767.60,212184255.90,0.440101742,213342705.60,217993802.70,0.021801060,1.447964179,1.027379726,-0.290466062
West,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",24725532.25,37147405.74,0.502390540,36391137.97,37445844.11,0.028982500,1.471804028,1.008033895,-0.315103182
Albany,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",419226.44,631266.24,0.505788232,633041.55,749400.81,0.183809830,1.510022960,1.187139059,-0.213827147
Atlanta,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2686693.54,4012599.52,0.493508456,3627348.24,3564590.67,-0.017301226,1.350116113,0.888349473,-0.342019946
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",3791079.72,4916410.79,0.296836562,5571236.20,5889609.23,0.057145850,1.469564507,1.197948968,-0.184827232
Boise,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",378452.68,618275.57,0.633693200,661715.04,708095.08,0.070090654,1.748474974,1.145274234,-0.344986774
Boston,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2558559.38,3237189.02,0.265238964,4071086.87,4527745.77,0.112171249,1.591163724,1.398665862,-0.120979293
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",700669.74,970402.49,0.384964177,974415.30,1019974.52,0.046755444,1.390691283,1.051083989,-0.244200347
Charlotte,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1102513.63,1722158.33,0.562029061,1734252.39,1806937.07,0.041911247,1.572998594,1.049228191,-0.332975760
Chicago,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2766394.83,4594903.24,0.660971597,5184158.56,5683331.11,0.096288056,1.873976377,1.236877212,-0.339971823
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1126141.04,1679525.22,0.491398644,1814619.87,1581649.12,-0.128385429,1.611361104,0.941723947,-0.415572372
Columbus,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",826135.92,1274872.84,0.543175656,1232892.84,1111666.98,-0.098326356,1.492360773,0.871982636,-0.415702522
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",5451593.65,7712080.08,0.414646904,6110262.34,5816616.60,-0.048057796,1.120821311,0.754221499,-0.327081407
Denver,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",3204684.07,4547782.95,0.419104926,4868009.38,4740373.70,-0.026219276,1.519029419,1.042348272,-0.313806396
Detroit,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1735597.45,2767437.16,0.594515572,2722669.32,2556963.01,-0.060861710,1.568721664,0.923946186,-0.411019681
"Grand Rapids",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",724132.93,1142183.13,0.577311406,1203185.46,1208092.93,0.004078731,1.661553301,1.057705107,-0.363423908
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1320924.84,1763955.22,0.335394086,1576976.32,1824521.79,0.156974754,1.193842581,1.034335662,-0.133607999
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1267173.02,1802134.21,0.422169018,2015536.35,2441903.02,0.211540055,1.590577071,1.355006196,-0.148104030
Houston,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",4483043.68,6430556.05,0.434417442,4806691.38,5373759.89,0.117974812,1.072193742,0.835660221,-0.220607071
Indianapolis,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",820273.31,1316758.42,0.605267908,1195243.75,1159383.90,-0.030002123,1.457128661,0.880483377,-0.395740815
Jacksonville,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",762488.68,927363.84,0.216232928,1042758.90,960773.04,-0.078623985,1.367572959,1.036025990,-0.242434575
"Las Vegas",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1330108.08,1865707.06,0.402673277,1806733.87,1781761.08,-0.013822063,1.358336136,0.955005809,-0.296929690
"Los Angeles",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",10518753.48,15163752.31,0.441592137,16835018.43,18106635.78,0.075534063,1.600476564,1.194073565,-0.253926242
Louisville,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",431676.99,664459.33,0.539251212,652913.88,609020.38,-0.067227090,1.512505635,0.916565322,-0.394008656
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",3176673.05,3795796.40,0.194896780,4284084.73,3968355.53,-0.073698169,1.348607383,1.045460586,-0.224785064
Nashville,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1009105.70,1443078.25,0.430056584,1377782.28,1228323.86,-0.108477531,1.365349814,0.851183129,-0.376582382
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1307765.64,1763122.93,0.348194872,1469560.52,1499875.18,0.020628385,1.123718559,0.850692345,-0.242966721
"New York",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",6563777.52,10565592.07,0.609681626,10610356.05,12396906.01,0.168377946,1.616501476,1.173328094,-0.274155878
"Northern New England",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2106433.11,2923514.74,0.387898209,3582871.01,3353594.47,-0.063992407,1.700918483,1.147110505,-0.325593486
Orlando,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1815178.34,2333025.10,0.285286987,2299260.75,2236842.37,-0.027147152,1.266685867,0.958773384,-0.243085118
Philadelphia,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2085070.72,3125616.66,0.499045874,2944917.17,3264722.87,0.108595822,1.412382392,1.044505205,-0.260465713
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",4273957.50,6069408.98,0.420091094,5132476.42,4789493.92,-0.066825928,1.200872124,0.789120314,-0.342877315
Pittsburgh,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",536330.51,773167.03,0.441586886,844384.92,757157.91,-0.103302425,1.574374204,0.979294099,-0.377978821
Portland,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2352368.91,3992632.42,0.697281580,3629586.14,4280059.67,0.179214242,1.542949375,1.071989409,-0.305233583
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1497131.37,2208188.33,0.474946270,2191311.65,2255910.81,0.029479677,1.463673592,1.021611599,-0.302022251
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1214353.34,1727359.08,0.422451788,1672526.41,1658713.05,-0.008258979,1.377297986,0.960259548,-0.302794633
Roanoke,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",718855.44,1026205.88,0.427555281,989971.42,931459.72,-0.059104434,1.377149514,0.907673341,-0.340904287
Sacramento,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1905939.99,2420489.83,0.269971690,3274843.45,3249701.15,-0.007677405,1.718230095,1.342579964,-0.218626208
"San Diego",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1840944.10,3058246.03,0.661237856,3288344.39,3574520.53,0.087027424,1.786227181,1.168813920,-0.345652148
"San Francisco",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",3429348.60,4664170.22,0.360074686,6275331.63,6565310.22,0.046209285,1.829890268,1.407605192,-0.230770710
Seattle,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",2140141.46,3236608.81,0.512334054,4202429.55,4508015.93,0.072716598,1.963622325,1.392820756,-0.290688062
"South Carolina",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",1703777.73,2693443.57,0.580865580,2457494.50,2578734.35,0.049334739,1.442379752,0.957411686,-0.336227727
Spokane,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",347874.13,573939.58,0.649848409,587847.23,701573.80,0.193462798,1.689827381,1.222382677,-0.276622754
"St. Louis",Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",857473.57,1122951.51,0.309604808,1238075.37,1064133.30,-0.140493926,1.443864176,0.947621772,-0.343690502
Syracuse,Avocados,Hass,"Last 04 Wks",8,"2020-08-09 00:00:00",311900.13,430316.56,0.379661368,453537.83,474337.69,0.045861356,1.454112347,1.102299410,-0.241943436
